# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_28_length_72143_cov_20.058030	cds	5498	7126	-	LDPEMP_16540	entS	Enterobactin exporter EntS	RefSeq:WP_218559594.1, SO:0001217, UniParc:UPI001C453543, UniRef:UniRef100_UPI001C453543, UniRef:UniRef50_B4SLY2, UniRef:UniRef90_A0A6V7DIH3
NODE_28_length_72143_cov_20.058030	cds	7221	9068	-	LDPEMP_16545	ytcJ	putative amidohydrolase YtcJ	COG:COG1574, COG:R, RefSeq:WP_218559595.1, SO:0001217, UniParc:UPI001C474436, UniRef:UniRef100_UPI001C474436, UniRef:UniRef50_A0A1W1YP47, UniRef:UniRef90_A0A0H2X6T1
NODE_28_length_72143_cov_20.058030	cds	9182	9565	-	LDPEMP_16550	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_V7ZDD5, UniRef:UniRef90_A0A6B3KBB7
NODE_28_length_72143_cov_20.058030	cds	9613	10269	-	LDPEMP_16555	pncA	Nicotinamidase-related amidase	COG:COG1335, COG:HR, RefSeq:WP_011347411.1, SO:0001217, UniParc:UPI00005CEC5A, UniRef:UniRef100_A0A6B3KGG1, UniRef:UniRef50_A0A2H1STE4, UniRef:UniRef90_A0A2H1STE4
NODE_28_length_72143_cov_20.058030	cds	10266	10739	-	LDPEMP_16560		Transcriptional regulator	SO:0001217, UniRef:UniRef50_D4T2B3, UniRef:UniRef90_D4T2B3
NODE_28_length_72143_cov_20.058030	cds	10999	14298	+	LDPEMP_16565		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A6V7DIN9, UniRef:UniRef90_A0A0G9A0R3
NODE_28_length_72143_cov_20.058030	cds	14291	14932	+	LDPEMP_16570	citB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	COG:COG2197, COG:TK, RefSeq:WP_011347408.1, SO:0001217, UniParc:UPI00005CEC57, UniRef:UniRef100_A0A6B3KEG2, UniRef:UniRef50_W0A8G3, UniRef:UniRef90_H8FKV7
NODE_28_length_72143_cov_20.058030	cds	15187	16314	+	LDPEMP_16575		HAMP domain-containing protein	RefSeq:WP_011347407.1, SO:0001217, UniParc:UPI00005CEC56, UniRef:UniRef100_A0A6B3KFD9, UniRef:UniRef50_A0A161JCS7, UniRef:UniRef90_A0A0G8W5T3
NODE_28_length_72143_cov_20.058030	cds	16359	16979	+	LDPEMP_16580		DUF4388 domain-containing protein	RefSeq:WP_008577922.1, SO:0001217, UniParc:UPI00005CEC55, UniRef:UniRef100_A0A6B3KEZ1, UniRef:UniRef50_A0A3N2REA4, UniRef:UniRef90_A0A0A6U4Q8
NODE_28_length_72143_cov_20.058030	cds	17189	18112	-	LDPEMP_16585	lysR	Transcriptional regulator, LysR family	RefSeq:WP_029819530.1, SO:0001217, UniParc:UPI0004A38A58, UniRef:UniRef100_UPI0004A38A58, UniRef:UniRef50_A0A1H7PUB0, UniRef:UniRef90_Q3BTJ8
NODE_28_length_72143_cov_20.058030	cds	18228	19358	+	LDPEMP_16590	yeiH	YeiH family sulfate export transporter	RefSeq:WP_218559597.1, SO:0001217, UniParc:UPI001C4905D5, UniRef:UniRef100_UPI001C4905D5, UniRef:UniRef50_Q8ZNK7, UniRef:UniRef90_A0A1S1XGP7
NODE_28_length_72143_cov_20.058030	cds	19541	20452	+	LDPEMP_16595		Helix-turn-helix domain-containing protein	KEGG:K14063, RefSeq:WP_218559598.1, SO:0001217, UniParc:UPI001C43B2DF, UniRef:UniRef100_UPI001C43B2DF, UniRef:UniRef50_A0A6B3KB97, UniRef:UniRef90_A0A6B3KB97
NODE_28_length_72143_cov_20.058030	cds	20585	21766	+	LDPEMP_16600		Cytochrome	RefSeq:WP_011347403.1, SO:0001217, UniParc:UPI00005CEC51, UniRef:UniRef100_A0A6B3KBA7, UniRef:UniRef50_L7KMU0, UniRef:UniRef90_A0A0G8VZJ4
NODE_28_length_72143_cov_20.058030	cds	21776	22084	+	LDPEMP_16605		(2Fe-2S)-binding protein	RefSeq:WP_008577916.1, SO:0001217, UniParc:UPI00005CEC50, UniRef:UniRef100_A0A6B3KGF3, UniRef:UniRef50_A0A0B1ZMA9, UniRef:UniRef90_A0A098PYH3
NODE_28_length_72143_cov_20.058030	cds	22107	23327	+	LDPEMP_16610		FAD-dependent oxidoreductase	RefSeq:WP_218559599.1, SO:0001217, UniParc:UPI001C496819, UniRef:UniRef100_UPI001C496819, UniRef:UniRef50_A1K8J1, UniRef:UniRef90_A0A0G9BXS5
NODE_28_length_72143_cov_20.058030	cds	23484	24374	-	LDPEMP_16615	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, KEGG:K03717, RefSeq:WP_008577914.1, SO:0001217, UniParc:UPI00005CEC4E, UniRef:UniRef100_A0A6B3KC26, UniRef:UniRef50_U5T1A5, UniRef:UniRef90_Q5H0R9
NODE_28_length_72143_cov_20.058030	cds	24484	28464	+	LDPEMP_16620	dabB	putative inorganic carbon transporter subunit DabB	KEGG:K09822, RefSeq:WP_228736563.1, SO:0001217, UniParc:UPI001E47C3B7, UniRef:UniRef100_UPI001E47C3B7, UniRef:UniRef50_A0A6S6G5L7, UniRef:UniRef90_A0A0G8XVQ4
NODE_28_length_72143_cov_20.058030	cds	29062	29265	+	LDPEMP_16625		aldo/keto reductase	RefSeq:WP_008571370.1, SO:0001217, UniParc:UPI0001FD43DA, UniRef:UniRef100_UPI001F384A79, UniRef:UniRef50_UPI001F384A79, UniRef:UniRef90_UPI001F384A79
NODE_28_length_72143_cov_20.058030	cds	29262	29798	+	LDPEMP_16630		aldo/keto reductase	RefSeq:WP_008571369.1, SO:0001217, UniParc:UPI0001FD43D9, UniRef:UniRef100_UPI0001FD43D9, UniRef:UniRef50_UPI001F41F25F, UniRef:UniRef90_UPI001F41F25F
NODE_28_length_72143_cov_20.058030	cds	29961	30866	-	LDPEMP_16635	lysR	LysR family transcriptional regulator	RefSeq:WP_029819539.1, SO:0001217, UniParc:UPI0004A31788, UniRef:UniRef100_A0A1S1XMU0, UniRef:UniRef50_A0A8J8SY21, UniRef:UniRef90_A0A0G9AK80
NODE_28_length_72143_cov_20.058030	cds	30963	31298	+	LDPEMP_16640		SnoaL-like domain-containing protein	RefSeq:WP_011347397.1, SO:0001217, UniParc:UPI00005CEC49, UniRef:UniRef100_A0A6B3KE50, UniRef:UniRef50_I4YM19, UniRef:UniRef90_A0A0G8UQR6
NODE_28_length_72143_cov_20.058030	cds	31289	32074	+	LDPEMP_16645		Short-chain dehydrogenase	RefSeq:WP_218559600.1, SO:0001217, UniParc:UPI001C43C4E2, UniRef:UniRef100_UPI001C43C4E2, UniRef:UniRef50_A0A4U9W1C9, UniRef:UniRef90_A0A0G9DCA6
NODE_28_length_72143_cov_20.058030	cds	32183	32764	+	LDPEMP_16650	tag	DNA-3-methyladenine glycosylase I	EC:3.2.2.20, KEGG:K01246, RefSeq:WP_218559601.1, SO:0001217, UniParc:UPI001C462D51, UniRef:UniRef100_UPI001C462D51, UniRef:UniRef50_M9R840, UniRef:UniRef90_A0A6B3KB89
NODE_28_length_72143_cov_20.058030	cds	32901	33872	+	LDPEMP_16655		Zn-dependent oxidoreductase	RefSeq:WP_065627472.1, SO:0001217, UniParc:UPI00080E2276, UniRef:UniRef100_UPI00080E2276, UniRef:UniRef50_A0A178WZE1, UniRef:UniRef90_A0A0G9B932
NODE_28_length_72143_cov_20.058030	cds	34034	35599	-	LDPEMP_16660	guaA	glutamine-hydrolyzing GMP synthase	COG:COG0519, COG:F, EC:6.3.5.2, GO:0003921, GO:0005524, GO:0006541, RefSeq:WP_014090311.1, SO:0001217, UniParc:UPI00022667E9, UniRef:UniRef100_A0A2S7EC15, UniRef:UniRef50_Q886X5, UniRef:UniRef90_B4SSX7
NODE_28_length_72143_cov_20.058030	cds	35721	37178	-	LDPEMP_16665	guaB	IMP dehydrogenase	COG:COG0516, COG:F, RefSeq:WP_008572372.1, SO:0001217, UniParc:UPI0001FD4448, UniRef:UniRef100_A0A0G8ZQE0, UniRef:UniRef50_A0A5E7U2X1, UniRef:UniRef90_D2UAL3
NODE_28_length_72143_cov_20.058030	cds	37360	38271	-	LDPEMP_16670	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	COG:COG0190, COG:H, GO:0000105, GO:0004477, GO:0004488, GO:0006164, GO:0009086, GO:0035999, RefSeq:WP_008572374.1, SO:0001217, UniParc:UPI0001FD4449, UniRef:UniRef100_A0A0G8ZMT5, UniRef:UniRef50_Q7MZH1, UniRef:UniRef90_Q8PK86
NODE_28_length_72143_cov_20.058030	cds	38321	38641	+	LDPEMP_16675		DUF1244 domain-containing protein	COG:COG3492, COG:S, KEGG:K09948, RefSeq:WP_029819542.1, SO:0001217, UniParc:UPI0004A272E6, UniRef:UniRef100_UPI0004A272E6, UniRef:UniRef50_A0A1H1VV57, UniRef:UniRef90_F0BDL3
NODE_28_length_72143_cov_20.058030	cds	38912	40762	-	LDPEMP_16680	kch	Voltage-gated potassium channel Kch	COG:COG1226, COG:P, KEGG:K11747, RefSeq:WP_218532029.1, SO:0001217, UniParc:UPI001C472A72, UniRef:UniRef100_UPI001C472A72, UniRef:UniRef50_A0A6V7E1S8, UniRef:UniRef90_A0A6V7E1S8
NODE_28_length_72143_cov_20.058030	cds	40936	41829	-	LDPEMP_16685	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	COG:COG1210, COG:M, RefSeq:WP_008572379.1, SO:0001217, UniParc:UPI00005CED6D, UniRef:UniRef100_A0A6B3KHV7, UniRef:UniRef50_B8L1R6, UniRef:UniRef90_H8FK92
NODE_28_length_72143_cov_20.058030	cds	41829	43736	-	LDPEMP_16690	flaA1	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	COG:COG1086, COG:MO, RefSeq:WP_011347661.1, SO:0001217, UniParc:UPI00005CED6E, UniRef:UniRef100_A0A6B3KKI2, UniRef:UniRef50_A0A091B339, UniRef:UniRef90_H8FK93
NODE_28_length_72143_cov_20.058030	cds	43750	44718	-	LDPEMP_16695		Fuc2NAc and GlcNAc transferase	RefSeq:WP_218559606.1, SO:0001217, UniParc:UPI001C43B56B, UniRef:UniRef100_UPI001C43B56B, UniRef:UniRef50_Q8P8P9, UniRef:UniRef90_A0A7W7KUW9
NODE_28_length_72143_cov_20.058030	cds	44718	45896	-	LDPEMP_16700	lapB	lipopolysaccharide assembly protein LapB	COG:COG2956, COG:M, RefSeq:WP_003489647.1, SO:0001217, UniParc:UPI00000D80FA, UniRef:UniRef100_A0A6B3KLE3, UniRef:UniRef50_G7UP21, UniRef:UniRef90_F0BDK8
NODE_28_length_72143_cov_20.058030	cds	45903	46208	-	LDPEMP_16705		LapA-dom domain-containing protein	RefSeq:WP_003489650.1, SO:0001217, UniParc:UPI000247C71D, UniRef:UniRef100_A0A6B3KJS0, UniRef:UniRef50_A0A0H2R4W1, UniRef:UniRef90_Q8P8P7
NODE_28_length_72143_cov_20.058030	cds	46275	46586	-	LDPEMP_16710	ihfB	integration host factor subunit beta	COG:COG0776, COG:L, GO:0003677, GO:0005694, GO:0006310, GO:0006355, GO:0006417, GO:0030527, RefSeq:WP_008572387.1, SO:0001217, UniParc:UPI0001FD475D, UniRef:UniRef100_Q3BSN7, UniRef:UniRef50_P23303, UniRef:UniRef90_B4SSV3
NODE_28_length_72143_cov_20.058030	cds	46675	48360	-	LDPEMP_16715	rpsA	30S ribosomal protein S1	COG:COG0539, COG:J, RefSeq:WP_003489652.1, SO:0001217, UniParc:UPI00000D80FC, UniRef:UniRef100_A0A0U5FFM5, UniRef:UniRef50_P0AG69, UniRef:UniRef90_A0A0Q2M0Q9
NODE_28_length_72143_cov_20.058030	cds	48543	49226	-	LDPEMP_16720	cmk	(d)CMP kinase	COG:COG0283, COG:F, EC:2.7.4.25, GO:0005524, GO:0005737, GO:0006220, GO:0016310, GO:0036430, GO:0036431, RefSeq:WP_218505643.1, SO:0001217, UniParc:UPI001C48FE8C, UniRef:UniRef100_UPI001C48FE8C, UniRef:UniRef50_A3QEC1, UniRef:UniRef90_Q8PK76
NODE_28_length_72143_cov_20.058030	cds	49399	49524	+	LDPEMP_16725	ykgO	type B 50S ribosomal protein L36	GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_005913193.1, SO:0001217, UniParc:UPI0000134042, UniRef:UniRef100_P66309, UniRef:UniRef50_P66309, UniRef:UniRef90_P66309
NODE_28_length_72143_cov_20.058030	cds	49765	50106	+	LDPEMP_16730		Secreted protein	RefSeq:WP_007970129.1, SO:0001217, UniParc:UPI0001CECCB3, UniRef:UniRef100_A0A0N8GD28, UniRef:UniRef50_B4SSU9, UniRef:UniRef90_V7ZCE2
NODE_28_length_72143_cov_20.058030	cds	50330	51364	+	LDPEMP_16735	aguA	Agmatine/peptidylarginine deiminase	COG:COG2957, COG:E, RefSeq:WP_011347667.1, SO:0001217, UniParc:UPI00005CED75, UniRef:UniRef100_A0A6B3KRA7, UniRef:UniRef50_A0A0S2DI75, UniRef:UniRef90_A0A6V7E1H4
NODE_28_length_72143_cov_20.058030	cds	51490	52374	+	LDPEMP_16740	nit2	Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	COG:C, COG:COG0388, RefSeq:WP_033478929.1, SO:0001217, UniParc:UPI0002D36B83, UniRef:UniRef100_A0A0G9AKM5, UniRef:UniRef50_A0A0U5FFY1, UniRef:UniRef90_A0A0U5FFY1
NODE_28_length_72143_cov_20.058030	cds	52378	52917	+	LDPEMP_16745	mnaT	L-amino acid N-acyltransferase MnaT	COG:COG1247, COG:E, EC:2.3.1.-, KEGG:K24217, RefSeq:WP_122272965.1, SO:0001217, UniParc:UPI000EFF8AE9, UniRef:UniRef100_A0A3G2W5W3, UniRef:UniRef50_A0A0U5FHL3, UniRef:UniRef90_A0A0U5FHL3
NODE_28_length_72143_cov_20.058030	cds	52910	54130	+	LDPEMP_16750		Pheromone shutdown protein TraB, contains GTxH motif (function unknown)	COG:COG1916, COG:S, RefSeq:WP_008575052.1, SO:0001217, UniParc:UPI00005CED78, UniRef:UniRef100_A0A0G8YL18, UniRef:UniRef50_M5CLC2, UniRef:UniRef90_Q8PK71
NODE_28_length_72143_cov_20.058030	cds	54228	55124	-	LDPEMP_16755		Endo/exonuclease/phosphatase domain-containing protein	SO:0001217, UniRef:UniRef50_J7VBU5, UniRef:UniRef90_D4T370
NODE_28_length_72143_cov_20.058030	cds	55184	58351	-	LDPEMP_16760	gDB1	Glycogen debranching enzyme (alpha-1,6-glucosidase)	COG:COG3408, COG:G, SO:0001217, UniRef:UniRef50_A0A1J1E9L7, UniRef:UniRef90_A0A0H2X8Q1
NODE_28_length_72143_cov_20.058030	cds	58348	59184	-	LDPEMP_16765		ABC transporter permease subunit	RefSeq:WP_011347671.1, SO:0001217, UniParc:UPI00005CED7B, UniRef:UniRef100_A0A7W7KUH2, UniRef:UniRef50_V4PP66, UniRef:UniRef90_A0A0U5FDG6
NODE_28_length_72143_cov_20.058030	cds	59181	60065	-	LDPEMP_16770	ugpA	ABC-type sugar transport system, permease component	COG:COG1175, COG:G, RefSeq:WP_011347672.1, SO:0001217, UniParc:UPI00005CED7C, UniRef:UniRef100_A0A563Q607, UniRef:UniRef50_A0A534EHQ7, UniRef:UniRef90_I7B4P5
NODE_28_length_72143_cov_20.058030	cds	60062	61432	-	LDPEMP_16775	ugpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	COG:COG1653, COG:G, SO:0001217, UniParc:UPI001C45FAF4, UniRef:UniRef100_UPI001C45FAF4, UniRef:UniRef50_A0A1Y6H6H7, UniRef:UniRef90_A0A1Y6H6H7
NODE_28_length_72143_cov_20.058030	cds	61436	63055	-	LDPEMP_16780		Endo-beta-1,2-glucanase, glucoamylase superfamily	COG:COG5368, COG:G, RefSeq:WP_011347674.1, SO:0001217, UniParc:UPI00005CED7E, UniRef:UniRef100_A0A6B3KMI0, UniRef:UniRef50_D2UAB6, UniRef:UniRef90_A0A1L5QNV7
NODE_28_length_72143_cov_20.058030	cds	63159	66146	-	LDPEMP_16785	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, RefSeq:WP_218559603.1, SO:0001217, UniParc:UPI001C47A346, UniRef:UniRef100_UPI001C47A346, UniRef:UniRef50_A0A0R0C8G8, UniRef:UniRef90_A0A0H2X8P6
NODE_28_length_72143_cov_20.058030	cds	66280	67302	-	LDPEMP_16790	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_014090320.1, SO:0001217, UniParc:UPI000226682F, UniRef:UniRef100_A0A2S7EBZ3, UniRef:UniRef50_A0A1J1E666, UniRef:UniRef90_A0A0U5FFN9
NODE_28_length_72143_cov_20.058030	cds	67680	67949	-	LDPEMP_16795	bolA	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	COG:COG0271, COG:KT, RefSeq:WP_008571805.1, SO:0001217, UniParc:UPI00005CED82, UniRef:UniRef100_A0A0G8YF52, UniRef:UniRef50_Q05HZ1, UniRef:UniRef90_A0A5C2ERZ5
NODE_28_length_72143_cov_20.058030	cds	67946	68245	-	LDPEMP_16800	yciI	YciI family protein	COG:COG2350, COG:QR, SO:0001217, UniRef:UniRef50_Q6LP86, UniRef:UniRef90_Q3BSL8
NODE_28_length_72143_cov_20.058030	cds	68479	69501	+	LDPEMP_16805	scpA	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	COG:COG1354, COG:L, KEGG:K05896, SO:0001217, UniRef:UniRef50_Q9PAP4, UniRef:UniRef90_Q5H0V4
NODE_28_length_72143_cov_20.058030	cds	69515	70651	+	LDPEMP_16810	scpB	SMC-Scp complex subunit ScpB	RefSeq:WP_008571801.1, SO:0001217, UniParc:UPI0001FD5338, UniRef:UniRef100_A0A0G8VVU0, UniRef:UniRef50_A0A0H2X8P1, UniRef:UniRef90_Q3BSL6
NODE_29_length_72021_cov_24.305877	ncRNA	551	633	-	LDPEMP_16815	sRNA-Xcc1	sRNA-Xcc1	RFAM:RF02221, SO:0000655
NODE_29_length_72021_cov_24.305877	cds	865	1545	-	LDPEMP_16820		hypothetical protein	RefSeq:WP_218559753.1, SO:0001217, UniParc:UPI001C462451, UniRef:UniRef100_UPI001C462451, UniRef:UniRef50_UPI001C462451, UniRef:UniRef90_UPI001C462451
NODE_29_length_72021_cov_24.305877	cds	2178	2969	-	LDPEMP_16825		DUF3800 domain-containing protein	RefSeq:WP_218559755.1, SO:0001217, UniParc:UPI001C47329D, UniRef:UniRef100_UPI001C47329D, UniRef:UniRef50_A0A097ENQ5, UniRef:UniRef90_A0A2S7E954
NODE_29_length_72021_cov_24.305877	cds	3355	3597	-	LDPEMP_16830		hypothetical protein	
NODE_29_length_72021_cov_24.305877	cds	3736	7221	-	LDPEMP_16835	lamG	LamG domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S7E918, UniRef:UniRef90_A0A2S7E918
NODE_29_length_72021_cov_24.305877	cds	7586	10366	-	LDPEMP_16840	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, RefSeq:WP_218559756.1, SO:0001217, UniParc:UPI001C43B3D4, UniRef:UniRef100_UPI001C43B3D4, UniRef:UniRef50_A0A0Q8DLC9, UniRef:UniRef90_W4SK74
NODE_29_length_72021_cov_24.305877	cds	10653	11675	+	LDPEMP_16845	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_065627734.1, SO:0001217, UniParc:UPI00080D98CF, UniRef:UniRef100_A0A7W7L0M6, UniRef:UniRef50_A0A6V7BTX1, UniRef:UniRef90_A0A6V7BTX1
NODE_29_length_72021_cov_24.305877	cds	11858	12145	-	LDPEMP_16850	lrgA	LrgA family protein	RefSeq:WP_127166527.1, SO:0001217, UniParc:UPI000F8E004C, UniRef:UniRef100_UPI000F8E004C, UniRef:UniRef50_A0A0G9CKJ6, UniRef:UniRef90_A0A0G9CKJ6
NODE_29_length_72021_cov_24.305877	cds	12311	13519	-	LDPEMP_16855	fabV	Enoyl-[acyl-carrier-protein] reductase [NADH]	COG:COG3007, COG:I, EC:1.3.1.9, GO:0004318, GO:0006633, GO:0016631, GO:0051287, KEGG:K00209, RefSeq:WP_218211343.1, SO:0001217, UniParc:UPI001C469781, UniRef:UniRef100_UPI001C469781, UniRef:UniRef50_Q2P9J6, UniRef:UniRef90_Q2P9J6
NODE_29_length_72021_cov_24.305877	cds	13800	17147	+	LDPEMP_16860		AAA family ATPase	RefSeq:WP_218559757.1, SO:0001217, UniParc:UPI001C479B0F, UniRef:UniRef100_UPI001C479B0F, UniRef:UniRef50_A0A6V7BAH4, UniRef:UniRef90_A0A0U5FLE0
NODE_29_length_72021_cov_24.305877	cds	17144	17542	+	LDPEMP_16865		IPT/TIG domain-containing protein	RefSeq:WP_011345863.1, SO:0001217, UniParc:UPI00005CE506, UniRef:UniRef100_A0A6B3KFG7, UniRef:UniRef50_Q8PR27, UniRef:UniRef90_Q8PR27
NODE_29_length_72021_cov_24.305877	cds	17677	18276	-	LDPEMP_16870		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0U5BUF6, UniRef:UniRef90_A0A0G8WGI0
NODE_29_length_72021_cov_24.305877	cds	18515	18913	-	LDPEMP_16875		Secreted protein	RefSeq:WP_011345861.1, SO:0001217, UniParc:UPI00005CE504, UniRef:UniRef100_A0A6B3KKW8, UniRef:UniRef50_A0A1V9H0D7, UniRef:UniRef90_A0A220WBQ1
NODE_29_length_72021_cov_24.305877	cds	19500	20132	-	LDPEMP_16880	citB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	COG:COG2197, COG:TK, RefSeq:WP_014088941.1, SO:0001217, UniParc:UPI00022663C2, UniRef:UniRef100_A0A7W7P9K6, UniRef:UniRef50_A0A091AWY1, UniRef:UniRef90_V7ZI42
NODE_29_length_72021_cov_24.305877	cds	20129	21328	-	LDPEMP_16885		Two-component system sensor protein	RefSeq:WP_218559758.1, SO:0001217, UniParc:UPI001C437E86, UniRef:UniRef100_UPI001C437E86, UniRef:UniRef50_A0A0H1AHX3, UniRef:UniRef90_Q3BZG8
NODE_29_length_72021_cov_24.305877	cds	21389	21955	+	LDPEMP_16890		Protein-S-isoprenylcysteine methyltransferase	RefSeq:WP_031420541.1, SO:0001217, UniParc:UPI0004DECE4C, UniRef:UniRef100_A0A1S1XGF2, UniRef:UniRef50_Q3BZG9, UniRef:UniRef90_Q5H6Z3
NODE_29_length_72021_cov_24.305877	cds	22171	22593	+	LDPEMP_16895		DUF2141 domain-containing protein	RefSeq:WP_218559759.1, SO:0001217, UniParc:UPI001C486834, UniRef:UniRef100_UPI001C486834, UniRef:UniRef50_A0A1Y6HEY4, UniRef:UniRef90_A0A6B3KK46
NODE_29_length_72021_cov_24.305877	cds	22620	24134	+	LDPEMP_16900		Dioxygenase	RefSeq:WP_218559760.1, SO:0001217, UniParc:UPI001C4706FE, UniRef:UniRef100_UPI001C4706FE, UniRef:UniRef50_A0A2W5KAD7, UniRef:UniRef90_Q3BZH1
NODE_29_length_72021_cov_24.305877	cds	24274	25440	+	LDPEMP_16905	lldD	FMN-dependent L-lactate dehydrogenase LldD	COG:CIR, COG:COG1304, EC:1.1.-.-, GO:0004457, GO:0005886, GO:0010181, GO:0019516, RefSeq:WP_008573929.1, SO:0001217, UniParc:UPI00005CE4FE, UniRef:UniRef100_Q3BZH2, UniRef:UniRef50_C3K053, UniRef:UniRef90_Q3BZH2
NODE_29_length_72021_cov_24.305877	cds	25578	26537	-	LDPEMP_16910	ykoV	Ku protein	COG:COG1273, COG:L, RefSeq:WP_218559761.1, SO:0001217, UniParc:UPI001C4432BA, UniRef:UniRef100_UPI001C4432BA, UniRef:UniRef50_W0PGY0, UniRef:UniRef90_A0A0U5FFE3
NODE_29_length_72021_cov_24.305877	cds	26537	26935	-	LDPEMP_16915		DUF4158 domain-containing protein	SO:0001217, UniRef:UniRef50_Q3BZH4, UniRef:UniRef90_Q3BZH4
NODE_29_length_72021_cov_24.305877	cds	27086	27265	+	LDPEMP_16920	matE	MatE family transporter	RefSeq:WP_008573948.1, SO:0001217, UniParc:UPI00005CE4FB, UniRef:UniRef100_A0A6B3KF78, UniRef:UniRef50_A0A1Y6HHE9, UniRef:UniRef90_A0A0U5GAP2
NODE_29_length_72021_cov_24.305877	cds	27368	27763	-	LDPEMP_16925		Acetaldehyde dehydrogenase	KEGG:K09959, RefSeq:WP_011345853.1, SO:0001217, UniParc:UPI00005CE4FA, UniRef:UniRef100_A0A6B3KKV4, UniRef:UniRef50_A0A069I5A2, UniRef:UniRef90_D4T4P5
NODE_29_length_72021_cov_24.305877	cds	27940	29469	-	LDPEMP_16930	adhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_008573955.1, SO:0001217, UniParc:UPI00005CE4F9, UniRef:UniRef100_A0A6B3KM48, UniRef:UniRef50_F8JX40, UniRef:UniRef90_A0A0U5FES8
NODE_29_length_72021_cov_24.305877	cds	29856	30374	-	LDPEMP_16935		Secreted protein	RefSeq:WP_014088935.1, SO:0001217, UniParc:UPI00022663BC, UniRef:UniRef100_A0A0G8XM35, UniRef:UniRef50_A0A0G8XM35, UniRef:UniRef90_A0A0G8XM35
NODE_29_length_72021_cov_24.305877	cds	30569	30865	-	LDPEMP_16940	tusB	Sulfurtransferase complex subunit TusB	RefSeq:WP_031420532.1, SO:0001217, UniParc:UPI0004DF3CBE, UniRef:UniRef100_A0A3G2W0K1, UniRef:UniRef50_A0A1A9MAZ3, UniRef:UniRef90_A0A3G2W0K1
NODE_29_length_72021_cov_24.305877	cds	30976	33114	-	LDPEMP_16945	fecA	Outer membrane receptor for Fe3+-dicitrate	COG:COG4772, COG:P, RefSeq:WP_218559763.1, SO:0001217, UniParc:UPI001C46D24C, UniRef:UniRef100_UPI001C46D24C, UniRef:UniRef50_Q8PR40, UniRef:UniRef90_Q8PR40
NODE_29_length_72021_cov_24.305877	cds	33271	34473	+	LDPEMP_16950	tyrB	Aspartate/aromatic aminotransferase	COG:COG1448, COG:E, RefSeq:WP_014088932.1, SO:0001217, UniParc:UPI00022663B9, UniRef:UniRef100_A0A7W7P9W4, UniRef:UniRef50_P72173, UniRef:UniRef90_G7TIW7
NODE_29_length_72021_cov_24.305877	cds	34741	35751	+	LDPEMP_16955	fbp	class 1 fructose-bisphosphatase	COG:COG0158, COG:G, EC:3.1.3.11, GO:0000287, GO:0005737, GO:0006094, GO:0042132, RefSeq:WP_218492787.1, SO:0001217, UniParc:UPI001C481B98, UniRef:UniRef100_UPI001C481B98, UniRef:UniRef50_Q8EAB6, UniRef:UniRef90_Q3BZI4
NODE_29_length_72021_cov_24.305877	cds	36050	36385	+	LDPEMP_16960		(pseudo) Secreted protein	SO:0001217, UniRef:UniRef50_D4T4N9, UniRef:UniRef90_D4T4N9
NODE_29_length_72021_cov_24.305877	cds	36361	36540	+	LDPEMP_16965		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00062D7E6A, UniRef:UniRef90_UPI00062D7E6A
NODE_29_length_72021_cov_24.305877	cds	36626	37012	+	LDPEMP_16970		Gamma-glutamylcyclotransferase	RefSeq:WP_218559764.1, SO:0001217, UniParc:UPI001C439F2A, UniRef:UniRef100_UPI001C439F2A, UniRef:UniRef50_Q3BZI6, UniRef:UniRef90_Q3BZI6
